,possibly_sensitive,author_id,edit_history_tweet_ids,source,conversation_id,lang,text,id,reply_settings,context_annotations,referenced_tweets,created_at,entities.mentions,entities.hashtags,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.urls,entities.annotations,in_reply_to_user_id,geo.place_id,attachments.media_keys
44,False,1566144570496524288,['1591053842489442304'],Twitter Web App,1591053842489442304,th,"RT @EZC41: #EZC4 #EZC4แจกจริง
#แจกเครดิตฟรี 50.- บาทรับได้ฟรี
โค้ดฟรี: EZC401XDA6LCPAP

หรือสนใจรับฟรีอีก 👇🏻
รับทุนฟรี: https://t.co/NY3BSe…",1591053842489442304,everyone,,"[{'type': 'retweeted', 'id': '1567820890850852866'}]",2022-11-11T13:02:51.000Z,"[{'start': 3, 'end': 9, 'username': 'EZC41', 'id': '1567818433517211656'}]","[{'start': 11, 'end': 16, 'tag': 'EZC4'}, {'start': 17, 'end': 29, 'tag': 'EZC4แจกจริง'}, {'start': 30, 'end': 43, 'tag': 'แจกเครดิตฟรี'}]",5,False,2022-11-11T13:32:51.000Z,3615,0,0,0,,,,,
45,False,1388444548758532096,['1591053811594203137'],Twitter for iPhone,1591053811594203137,ja,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",1591053811594203137,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590992733253947392'}]",2022-11-11T13:02:43.000Z,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]","[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",5,False,2022-11-11T13:32:43.000Z,9635,0,0,0,,,,,
46,False,982509318594379776,['1591053810113613825'],Twitter Web App,1591053810113613825,ja,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",1591053810113613825,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590992733253947392'}]",2022-11-11T13:02:43.000Z,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]","[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",5,False,2022-11-11T13:32:43.000Z,9635,0,0,0,,,,,
47,False,1268232932696588288,['1591053785904066565'],Twitter for iPhone,1591053785904066565,ja,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",1591053785904066565,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590992733253947392'}]",2022-11-11T13:02:37.000Z,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]","[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",5,False,2022-11-11T13:32:37.000Z,9635,0,0,0,,,,,
48,False,1251493606315057153,['1591053783387492352'],Twitter for Android,1591053783387492352,th,RT @Casetify: 🖤 ชาว BLINKS มาทางนี้เลย! สิ่งนี้สำหรับคุณโดยเฉพาะ 💖 ช้อปคอลเลกชั่น #BLACKPINKxCASETiFY ใหม่ล่าสุดได้แล้ววันนี้ รองรับ #iPhon…,1591053783387492352,everyone,,"[{'type': 'retweeted', 'id': '1584766994535940096'}]",2022-11-11T13:02:36.000Z,"[{'start': 3, 'end': 12, 'username': 'Casetify', 'id': '368835879'}]","[{'start': 82, 'end': 101, 'tag': 'BLACKPINKxCASETiFY'}]",5,False,2022-11-11T13:32:36.000Z,609,0,0,0,,,,,
49,False,894914886756466689,['1591053764253061123'],Twitter for Android,1591053764253061123,ja,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",1591053764253061123,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590992733253947392'}]",2022-11-11T13:02:32.000Z,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]","[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",5,False,2022-11-11T13:32:32.000Z,9635,0,0,0,,,,,
50,False,1518439143122300928,['1591053749531078657'],Twitter for Android,1591053749531078657,en,"RT @attlas_exchange: ATTLAS AIRDROP: IPHONE 14 &amp; 600M SHIB PRIZE POOL!

👉Tasks: https://t.co/5xTKjhi2XU

🎁Rewards: 
Random 1 in Top Ref: 01…",1591053749531078657,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590276961544601603'}]",2022-11-11T13:02:28.000Z,"[{'start': 3, 'end': 19, 'username': 'attlas_exchange', 'id': '1427191907252195328'}]",,5,False,2022-11-11T13:32:28.000Z,6466,0,0,0,"[{'start': 84, 'end': 107, 'url': 'https://t.co/5xTKjhi2XU', 'expanded_url': 'https://gleam.io/ZMuT7/attlas-massive-iphone-14-600m-shib-airdrop', 'display_url': 'gleam.io/ZMuT7/attlas-m…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1592813843902001153/m6fP1Dac?format=jpg&name=orig', 'width': 540, 'height': 304}, {'url': 'https://pbs.twimg.com/news_img/1592813843902001153/m6fP1Dac?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Attlas Airdrop: iPhone 14 & 600.000.000 SHIB', 'description': 'Attlas is an investment platform which makes digital asset investment secure, fast and accessible to any investor. It offers lightning deposit and withdrawal, low-fee Futures & Spot trading and daily staking. Join Attlas to trade Bitcoin and +600 other cryptocurrencies at lowest fees with people around the world. Follow us on social channels, tweet about us & Invite friends to join our amazing event! MASSIVE PRIZE POOL: IPHONE 14 & 600.000.000 SHIB Top 1 with min 204 entries: 01 iPhone 14 (USDT worth) Top 5 by Referrals (min 20 referrals): 8 Million SHIB tokens/winner Random Top 5 with min 10 entries: 8 Million SHIB tokens/winner 1000 Random Winners: 500.000 SHIB tokens/winner Time: 13:00 2022/11/09 to 13:00 2022/11/20 (UTC) WINNERS WILL BE ANNOUNCED ON TUESDAY 22TH NOVEMBER ON OUR OFFICIAL CHANNELS! Complete all the tasks and earn entries Good luck to everyone!', 'unwound_url': 'https://gleam.io/ZMuT7/attlas-massive-iphone-14-600m-shib-airdrop'}]","[{'start': 37, 'end': 42, 'probability': 0.4011, 'type': 'Organization', 'normalized_text': 'IPHONE'}]",,,
51,False,1567863648747683845,['1591053737451081729'],TwifullJP,1591053737451081729,ja,"楽天市場にてiPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし）! #iphone #iphone14 https://t.co/4GAF8J4f6P, Fri, 11 Nov 2022 22:02:25 +0900",1591053737451081729,everyone,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1230150773012484102', 'name': 'Rakuten Mobile'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1407811550987972617', 'name': 'Industries'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",,2022-11-11T13:02:26.000Z,,"[{'start': 54, 'end': 61, 'tag': 'iphone'}, {'start': 62, 'end': 71, 'tag': 'iphone14'}]",5,True,2022-11-11T13:32:26.000Z,0,0,0,0,"[{'start': 72, 'end': 95, 'url': 'https://t.co/4GAF8J4f6P', 'expanded_url': 'https://a.r10.to/hMa5Mm', 'display_url': 'a.r10.to/hMa5Mm', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品：楽天モバイル公式 楽天市場店', 'description': '楽天モバイル 公式ショップ。iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'unwound_url': 'https://item.rakuten.co.jp/rakutenmobile-store/iphone-14-pro_512gb/?scid=af_pc_etc&sc2id=af_101_0_0'}]","[{'start': 0, 'end': 3, 'probability': 0.4988, 'type': 'Organization', 'normalized_text': '楽天市場'}, {'start': 6, 'end': 28, 'probability': 0.3036, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro 512GB sim'}, {'start': 41, 'end': 46, 'probability': 0.3432, 'type': 'Organization', 'normalized_text': '楽天モバイル'}]",,,
52,False,1432200990740992000,['1591053691381239812'],Twitter Web App,1591053691381239812,en,"RT @attlas_exchange: ATTLAS AIRDROP: IPHONE 14 &amp; 600M SHIB PRIZE POOL!

👉Tasks: https://t.co/hNNlLIi7qT

🎁Rewards: 
Random 1 in Top Ref: 01…",1591053691381239812,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590726883045683200'}]",2022-11-11T13:02:15.000Z,"[{'start': 3, 'end': 19, 'username': 'attlas_exchange', 'id': '1427191907252195328'}]",,5,False,2022-11-11T13:32:15.000Z,3627,0,0,0,"[{'start': 84, 'end': 107, 'url': 'https://t.co/hNNlLIi7qT', 'expanded_url': 'https://t.me/AttlasAirdropbot', 'display_url': 't.me/AttlasAirdropb…', 'status': 200, 'title': 'Attlas Airdrop', 'description': 'You can contact @AttlasAirdropbot right away.', 'unwound_url': 'https://t.me/AttlasAirdropbot'}]","[{'start': 37, 'end': 42, 'probability': 0.4011, 'type': 'Organization', 'normalized_text': 'IPHONE'}]",,,
53,False,1587446721990127616,['1591053679674945537'],Twitter for iPhone,1591053679674945537,ja,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",1591053679674945537,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]","[{'type': 'retweeted', 'id': '1590992733253947392'}]",2022-11-11T13:02:12.000Z,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]","[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",5,False,2022-11-11T13:32:12.000Z,9635,0,0,0,,,,,
