,lang,conversation_id,context_annotations,possibly_sensitive,created_at,edit_history_tweet_ids,source,referenced_tweets,id,text,reply_settings,author_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.mentions,entities.annotations,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.hashtags,entities.urls,attachments.media_keys,in_reply_to_user_id,attachments.poll_ids
10,ja,1591169580365656065,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:45.000Z,['1591169580365656065'],Twitter for Android,"[{'type': 'retweeted', 'id': '1583008870288527360'}]",1591169580365656065,"RT @sirollc: iPhone14の受け取りがまだの方は
フォロー、リツイートお願いします。

在庫まだまだあるので、新規の参加もOKです！",everyone,1572502155537567744,529,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:45.000Z,,,,,
11,ja,1591169572530688000,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:43.000Z,['1591169572530688000'],Twitter for Android,"[{'type': 'retweeted', 'id': '1583293244775043072'}]",1591169572530688000,"RT @sirollc: 今すぐiPhone14欲しい希望者は
RTお願い致します",everyone,1572502155537567744,421,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:43.000Z,,,,,
12,ja,1591169564678975489,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:41.000Z,['1591169564678975489'],Twitter for Android,"[{'type': 'retweeted', 'id': '1583367491421704194'}]",1591169564678975489,"RT @sirollc: iPhone14欲しい方は
リツイート、フォローで教えて下さい。",everyone,1572502155537567744,411,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:41.000Z,,,,,
13,ja,1591169563882041344,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,2022-11-11T20:42:41.000Z,['1591169563882041344'],Twitter for Android,"[{'type': 'retweeted', 'id': '1590992733253947392'}]",1591169563882041344,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",everyone,1486559625495605250,9634,0,0,0,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",,5,False,2022-11-11T21:12:41.000Z,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",,,,
14,ja,1591169529975312384,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:33.000Z,['1591169529975312384'],Twitter for Android,"[{'type': 'retweeted', 'id': '1583744974423728134'}]",1591169529975312384,"RT @sirollc: iPhone14の受け取りがまだの方は
フォロー、リツイートお願いします。

在庫まだまだあるので、新規の参加もOKです！",everyone,1572502155537567744,536,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:33.000Z,,,,,
15,ja,1591169510379487233,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:28.000Z,['1591169510379487233'],Twitter for Android,"[{'type': 'retweeted', 'id': '1584379401470255106'}]",1591169510379487233,"RT @sirollc: iPhone14欲しい方は
リツイート、フォローで教えて下さい。",everyone,1572502155537567744,337,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:28.000Z,,,,,
16,ja,1591169486434209793,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:22.000Z,['1591169486434209793'],Twitter for Android,"[{'type': 'retweeted', 'id': '1584741544296316930'}]",1591169486434209793,"RT @sirollc: 今すぐiPhone14欲しい希望者は
RTお願い致します",everyone,1572502155537567744,433,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:22.000Z,,,,,
17,ja,1591169477907206145,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:20.000Z,['1591169477907206145'],Twitter for Android,"[{'type': 'retweeted', 'id': '1584832135663230976'}]",1591169477907206145,"RT @sirollc: iPhone14の受け取りがまだの方は
フォロー、リツイートお願いします。

新規の参加もOKです！",everyone,1572502155537567744,369,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:20.000Z,,,,,
18,th,1591169454029033473,,False,2022-11-11T20:42:14.000Z,['1591169454029033473'],Twitter for Android,"[{'type': 'retweeted', 'id': '1567820890850852866'}]",1591169454029033473,"RT @EZC41: #EZC4 #EZC4แจกจริง
#แจกเครดิตฟรี 50.- บาทรับได้ฟรี
โค้ดฟรี: EZC401XDA6LCPAP

หรือสนใจรับฟรีอีก 👇🏻
รับทุนฟรี: https://t.co/NY3BSe…",everyone,1589199016461447169,3615,0,0,0,"[{'start': 3, 'end': 9, 'username': 'EZC41', 'id': '1567818433517211656'}]",,5,False,2022-11-11T21:12:14.000Z,"[{'start': 11, 'end': 16, 'tag': 'EZC4'}, {'start': 17, 'end': 29, 'tag': 'EZC4แจกจริง'}, {'start': 30, 'end': 43, 'tag': 'แจกเครดิตฟรี'}]",,,,
19,ja,1591169414854213633,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:05.000Z,['1591169414854213633'],Twitter for Android,"[{'type': 'retweeted', 'id': '1585194528482410498'}]",1591169414854213633,"RT @sirollc: iPhone14欲しい希望者は
RTお願い致します。

できる限り参加してくれている人達に届けたい。",everyone,1572502155537567744,560,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:05.000Z,,,,,
20,ja,1591169404095836160,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,2022-11-11T20:42:03.000Z,['1591169404095836160'],Twitter for iPhone,"[{'type': 'retweeted', 'id': '1590992733253947392'}]",1591169404095836160,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",everyone,2931948121,9634,0,0,0,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",,5,False,2022-11-11T21:12:03.000Z,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",,,,
21,ja,1591169403768692737,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:42:03.000Z,['1591169403768692737'],Twitter for Android,"[{'type': 'retweeted', 'id': '1585466313274556417'}]",1591169403768692737,"RT @sirollc: iPhone14欲しい方は
リツイート、フォローで教えて下さい。",everyone,1572502155537567744,370,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:12:03.000Z,,,,,
22,ja,1591169360970010624,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1230150773012484102', 'name': 'Rakuten Mobile'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1407811550987972617', 'name': 'Industries'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,2022-11-11T20:41:52.000Z,['1591169360970010624'],Twitter,,1591169360970010624,"【楽天モバイル📱】
iPhone 14 Pro 512GB SIMフリー 端末本体のみ が入荷しました
https://t.co/JPuQZSoJ2s（商品ページ）
https://t.co/tlpkppszLp（ROOM）
(05:41:52)
#iPhone14Pro",everyone,1278170040961871877,0,0,0,0,,"[{'start': 1, 'end': 2, 'probability': 0.5728, 'type': 'Organization', 'normalized_text': '楽天'}, {'start': 11, 'end': 33, 'probability': 0.2358, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro 512GB SIM'}]",5,True,2022-11-11T21:11:52.000Z,"[{'start': 124, 'end': 136, 'tag': 'iPhone14Pro'}]","[{'start': 52, 'end': 75, 'url': 'https://t.co/JPuQZSoJ2s', 'expanded_url': 'https://a.r10.to/h6EBpu', 'display_url': 'a.r10.to/h6EBpu', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品：楽天モバイル公式 楽天市場店', 'description': '楽天モバイル 公式ショップ。iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'unwound_url': 'https://item.rakuten.co.jp/rakutenmobile-store/iphone-14-pro_512gb/?scid=af_pc_etc&sc2id=af_101_0_0'}, {'start': 83, 'end': 106, 'url': 'https://t.co/tlpkppszLp', 'expanded_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521', 'display_url': 'room.rakuten.co.jp/room_00308e764…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【予約】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'description': 'iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし）', 'unwound_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521'}]",,,
23,ja,1591169359564926976,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:41:52.000Z,['1591169359564926976'],Twitter for Android,"[{'type': 'retweeted', 'id': '1585828703686336512'}]",1591169359564926976,"RT @sirollc: iPhone14欲しい希望者は
RTお願い致します。

DMで連絡してませんのでこちらでお願いします。
https://t.co/BYdq5DT4wH https://t.co/ulwP8GC7Po",mentionedUsers,1572502155537567744,393,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:11:52.000Z,,"[{'start': 65, 'end': 88, 'url': 'https://t.co/BYdq5DT4wH', 'expanded_url': 'https://lin.ee/ukGIGlU', 'display_url': 'lin.ee/ukGIGlU', 'images': [{'url': 'https://pbs.twimg.com/news_img/1592388136264663041/PThmJbrB?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1592388136264663041/PThmJbrB?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'LINE Add Friend', 'description': 'Open the Frien ds tab in your LINE app, tap the add friends icon in the top right, select ""QR code,"" and then scan this QR', 'unwound_url': 'https://line.me/R/ti/p/@046cxjol'}, {'start': 89, 'end': 112, 'url': 'https://t.co/ulwP8GC7Po', 'expanded_url': 'https://twitter.com/sirollc/status/1585828703686336512/photo/1', 'display_url': 'pic.twitter.com/ulwP8GC7Po', 'media_key': '3_1585764498752749570'}]",['3_1585764498752749570'],,
24,ja,1591169340703117314,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:41:47.000Z,['1591169340703117314'],Twitter for Android,"[{'type': 'retweeted', 'id': '1585911748053409797'}]",1591169340703117314,"RT @sirollc: iPhone14欲しい方は

1.フォロー
2.リツイート&amp;いいね
3.LINEの追加

参加条件満たして下さいね！ https://t.co/9AfbtqwaKe",mentionedUsers,1572502155537567744,451,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]","[{'start': 53, 'end': 56, 'probability': 0.887, 'type': 'Product', 'normalized_text': 'LINE'}]",5,False,2022-11-11T21:11:47.000Z,,"[{'start': 76, 'end': 99, 'url': 'https://t.co/9AfbtqwaKe', 'expanded_url': 'https://twitter.com/sirollc/status/1585911748053409797/photo/1', 'display_url': 'pic.twitter.com/9AfbtqwaKe', 'media_key': '3_1585614480729219072'}]",['3_1585614480729219072'],,
25,ja,1591169328325746688,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:41:45.000Z,['1591169328325746688'],Twitter for Android,"[{'type': 'retweeted', 'id': '1586664780458180608'}]",1591169328325746688,"RT @sirollc: 結構の数さばいたつもりだけど
今月まだiPhone14貰えてない人いますか？

まだ当選してない人は
①フォロー
②リツイート&amp;いいね
③LINEの追加

お願いします。",mentionedUsers,1572502155537567744,252,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]","[{'start': 86, 'end': 89, 'probability': 0.8722, 'type': 'Product', 'normalized_text': 'LINE'}]",5,False,2022-11-11T21:11:45.000Z,,,,,
26,ja,1591169298667823105,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",False,2022-11-11T20:41:37.000Z,['1591169298667823105'],Twitter for Android,"[{'type': 'retweeted', 'id': '1587754107120386048'}]",1591169298667823105,"RT @sirollc: iPhone14欲しい方は
リツイート、フォローで教えて下さい。",mentionedUsers,1572502155537567744,263,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",,5,False,2022-11-11T21:11:37.000Z,,,,,
