,possibly_sensitive,reply_settings,context_annotations,id,created_at,lang,source,text,edit_history_tweet_ids,entities.urls,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.annotations,entities.hashtags
23,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022504940048386,2022-11-11T10:58:19.000Z,ja,Twitter for Android,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",['1591022504940048386'],,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",9413,0,0,0,,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]"
24,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022483930746880,2022-11-11T10:58:14.000Z,ja,Twitter for iPhone,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",['1591022483930746880'],,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",9413,0,0,0,,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]"
25,False,everyone,,1591022477605752832,2022-11-11T10:58:13.000Z,th,Twitter for Android,RT @Casetify: 🖤 ชาว BLINKS มาทางนี้เลย! สิ่งนี้สำหรับคุณโดยเฉพาะ 💖 ช้อปคอลเลกชั่น #BLACKPINKxCASETiFY ใหม่ล่าสุดได้แล้ววันนี้ รองรับ #iPhon…,['1591022477605752832'],,"[{'start': 3, 'end': 12, 'username': 'Casetify', 'id': '368835879'}]",1177,0,0,0,,"[{'start': 82, 'end': 101, 'tag': 'BLACKPINKxCASETiFY'}]"
26,True,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022454717448193,2022-11-11T10:58:07.000Z,ja,Twitter for iPhone,"RT @RockfordJoblist: 私の方から超激熱サプライズ🎁

iPhone14が
またまた手に入りましたので
フォロワー様に配ります。

希望者は
投稿のRT×コメントお願いします

ランダムで選びます。 https://t.co/srUiDbP114",['1591022454717448193'],"[{'start': 109, 'end': 132, 'url': 'https://t.co/srUiDbP114', 'expanded_url': 'https://twitter.com/RockfordJoblist/status/1590668341227622400/photo/1', 'display_url': 'pic.twitter.com/srUiDbP114', 'media_key': '3_1590636852179914753'}]","[{'start': 3, 'end': 19, 'username': 'RockfordJoblist', 'id': '327975323'}]",2257,0,0,0,,
27,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022446987337728,2022-11-11T10:58:05.000Z,ja,Twitter for iPhone,"RT @TWSR_nexon: ＼✨モンスター討伐で最新𝗶𝗣𝗵𝗼𝗻𝗲が当たる✨／

19:30 現在
デビルナイト【HP 326,500/500,000】
すでにあと65％・・・！

討伐キャンペーンも本日がラスト！
iPhone14ゲットのチャンスを見逃すな！

※いいね/R…",['1591022446987337728'],,"[{'start': 3, 'end': 14, 'username': 'TWSR_nexon', 'id': '1539841333082607616'}]",76,0,0,0,,
28,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022446551130114,2022-11-11T10:58:05.000Z,en,Twitter Web App,"wts lfb lf ph 

SMILEY PHONE CASE 
unit: iphone14 pro
rfs: wrong unit 🥲
₱150 payo
from shopee (not original)
onhand &amp; ready to ship
comment or dm mine to claim https://t.co/v8n8eGSemt",['1591022446551130114'],"[{'start': 164, 'end': 187, 'url': 'https://t.co/v8n8eGSemt', 'expanded_url': 'https://twitter.com/btsbudolcart/status/1591022446551130114/photo/1', 'display_url': 'pic.twitter.com/v8n8eGSemt', 'media_key': '3_1591022419355271168'}]",,1,0,0,0,"[{'start': 41, 'end': 48, 'probability': 0.5169, 'type': 'Product', 'normalized_text': 'iphone14'}, {'start': 87, 'end': 92, 'probability': 0.8283, 'type': 'Organization', 'normalized_text': 'shopee'}]",
29,False,everyone,,1591022418919059456,2022-11-11T10:57:59.000Z,th,Twitter for Android,"RT @mafidlssdasdsa: #WOWC4❤
#เว็บตรงอันดับ 1 ❤

✅รับเครดิตฟรี: https://t.co/zy4dRwAAvP
✅ทางเข้าเล่น: https://t.co/pP4xAC9QjK

#เครดิตฟรี #เ…",['1591022418919059456'],"[{'start': 63, 'end': 86, 'url': 'https://t.co/zy4dRwAAvP', 'expanded_url': 'https://lin.ee/ynAWzUf', 'display_url': 'lin.ee/ynAWzUf', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591542067934949376/6aOxDIg-?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1591542067934949376/6aOxDIg-?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'LINE Add Friend', 'description': 'Open the Frien ds tab in your LINE app, tap the add friends icon in the top right, select ""QR code,"" and then scan this QR', 'unwound_url': 'https://line.me/R/ti/p/@953hzwgo'}, {'start': 101, 'end': 124, 'url': 'https://t.co/pP4xAC9QjK', 'expanded_url': 'https://bit.ly/3OWtmvx', 'display_url': 'bit.ly/3OWtmvx', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591455352016760832/c7T8xlml?format=png&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1591455352016760832/c7T8xlml?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ย่อลิงค์ ฟรี Short URL รวดเร็ว ปลอดภัย ไม่หมดอายุ', 'description': 'ShortURL.asia ฟรี ย่อลิงค์ เป็นเครื่องมือฟรีในการย่อลิ้ง URL หรือลดลิงก์ ใช้เครื่องมือย่อ URL ของเราเพื่อสร้างลิงค์ย่อให้จำได้ง่าย ปลอดภัย ไม่หมดอายุ', 'unwound_url': 'https://www.shorturl.asia//yAVJa'}]","[{'start': 3, 'end': 18, 'username': 'mafidlssdasdsa', 'id': '1562410125448871937'}]",2565,0,0,0,,"[{'start': 20, 'end': 26, 'tag': 'WOWC4'}, {'start': 28, 'end': 42, 'tag': 'เว็บตรงอันดับ'}, {'start': 126, 'end': 136, 'tag': 'เครดิตฟรี'}]"
30,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022412132659201,2022-11-11T10:57:57.000Z,ja,Twitter for Android,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",['1591022412132659201'],,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",9413,0,0,0,,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]"
31,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022405329510401,2022-11-11T10:57:55.000Z,ja,Twitter Web App,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",['1591022405329510401'],,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",9413,0,0,0,,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]"
32,False,everyone,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '972153731067273222', 'name': 'Apple iPad', 'description': 'Apple iPad'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022397637156864,2022-11-11T10:57:54.000Z,ja,Twitter for iPhone,"RT @apple_siori: 今週もお疲れ様です！🎀

★iPhone14📲

★iPad (第10世代)💻

欲しい方を20台差し上げます！

参加者は⇩
▸固定ツイをリツイート
▸フォロー
▸通知設定

以上、3点全てお願いします！ https://t.co/ajrhr…",['1591022397637156864'],,"[{'start': 3, 'end': 15, 'username': 'apple_siori', 'id': '612639611'}]",383,0,0,0,"[{'start': 45, 'end': 48, 'probability': 0.5628, 'type': 'Product', 'normalized_text': 'iPad'}]",
33,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022380251746304,2022-11-11T10:57:49.000Z,ja,Twitter for iPhone,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…",['1591022380251746304'],,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",9413,0,0,0,,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]"
34,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022348001767424,2022-11-11T10:57:42.000Z,ja,Twitter for Android,"RT @RockfordJoblist: 私の方から超激熱サプライズ🎁

iPhone14が
またまた手に入りましたので
フォロワー様に配ります。

希望者は
投稿のRT×コメントお願いします

ランダムで選びます。 https://t.co/srUiDbP114",['1591022348001767424'],"[{'start': 109, 'end': 132, 'url': 'https://t.co/srUiDbP114', 'expanded_url': 'https://twitter.com/RockfordJoblist/status/1590668341227622400/photo/1', 'display_url': 'pic.twitter.com/srUiDbP114', 'media_key': '3_1590636852179914753'}]","[{'start': 3, 'end': 19, 'username': 'RockfordJoblist', 'id': '327975323'}]",2257,0,0,0,,
35,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",1591022328720547841,2022-11-11T10:57:37.000Z,en,Twitter for Android,"RT @attlas_exchange: ATTLAS AIRDROP: IPHONE 14 &amp; 600M SHIB PRIZE POOL!

👉Tasks: https://t.co/hNNlLIi7qT

🎁Rewards: 
Random 1 in Top Ref: 01…",['1591022328720547841'],"[{'start': 84, 'end': 107, 'url': 'https://t.co/hNNlLIi7qT', 'expanded_url': 'https://t.me/AttlasAirdropbot', 'display_url': 't.me/AttlasAirdropb…', 'status': 200, 'title': 'Attlas Airdrop', 'description': 'You can contact @AttlasAirdropbot right away.', 'unwound_url': 'https://t.me/AttlasAirdropbot'}]","[{'start': 3, 'end': 19, 'username': 'attlas_exchange', 'id': '1427191907252195328'}]",3602,0,0,0,"[{'start': 37, 'end': 42, 'probability': 0.4011, 'type': 'Organization', 'normalized_text': 'IPHONE'}]",
36,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022304053841920,2022-11-11T10:57:31.000Z,ja,Twitter for iPhone,"RT @RockfordJoblist: 私の方から超激熱サプライズ🎁

iPhone14が
またまた手に入りましたので
フォロワー様に配ります。

希望者は
投稿のRT×コメントお願いします

ランダムで選びます。 https://t.co/srUiDbP114",['1591022304053841920'],"[{'start': 109, 'end': 132, 'url': 'https://t.co/srUiDbP114', 'expanded_url': 'https://twitter.com/RockfordJoblist/status/1590668341227622400/photo/1', 'display_url': 'pic.twitter.com/srUiDbP114', 'media_key': '3_1590636852179914753'}]","[{'start': 3, 'end': 19, 'username': 'RockfordJoblist', 'id': '327975323'}]",2257,0,0,0,,
37,False,everyone,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",1591022285896708096,2022-11-11T10:57:27.000Z,ja,Twitter for iPhone,"RT @RockfordJoblist: 私の方から超激熱サプライズ🎁

iPhone14が
またまた手に入りましたので
フォロワー様に配ります。

希望者は
投稿のRT×コメントお願いします

ランダムで選びます。 https://t.co/srUiDbP114",['1591022285896708096'],"[{'start': 109, 'end': 132, 'url': 'https://t.co/srUiDbP114', 'expanded_url': 'https://twitter.com/RockfordJoblist/status/1590668341227622400/photo/1', 'display_url': 'pic.twitter.com/srUiDbP114', 'media_key': '3_1590636852179914753'}]","[{'start': 3, 'end': 19, 'username': 'RockfordJoblist', 'id': '327975323'}]",2257,0,0,0,,
